id_respuesta,grupo_edad,sexo,freq_compra_anual,canal_compra_moda,gasto_mensual_moda,tiempo_rrss_dia,freq_contenido_moda_rrss,sigue_influencers_moda,indice_influencia_rrss,indice_impulso_tendencia,indice_confianza_influencers,indice_escepticismo_influencers,indice_difusion_fastfashion,indice_postcompra,indice_riesgo_arrepentimiento,compra_ult_6m_por_rrss_bin,cluster
200,56 años o más,Hombre,2,1,Menos de 30€,3,2,1,3.8,1.6,1.5,3.0,4.0,4.0,3.0,0,1
201,18 - 28 años,Mujer,3,2,Menos de 30€,2,3,2,4.0,2.2,2.5,5.0,5.0,3.333333333333333,2.5,0,0
202,29 - 44 años,Hombre,3,5,30 - 60€,2,2,2,3.0,2.8,3.0,4.0,5.0,3.333333333333333,2.5,0,1
203,18 - 28 años,Hombre,2,3,30 - 60€,2,2,1,4.2,3.4,4.5,5.0,5.0,4.333333333333333,4.0,1,0
204,18 - 28 años,Hombre,3,4,30 - 60€,4,3,3,4.2,3.4,3.0,2.0,3.5,3.333333333333333,3.5,1,0
205,18 - 28 años,Hombre,3,5,Menos de 30€,4,2,2,4.8,3.4,3.5,5.0,5.0,4.0,2.0,1,0
206,18 - 28 años,Hombre,3,5,101 - 200€,4,4,4,4.4,3.2,4.0,5.0,4.5,4.0,3.0,1,0
207,18 - 28 años,Mujer,1,5,30 - 60€,5,5,5,3.2,3.6,3.0,4.0,4.0,3.6666666666666665,4.0,0,0
208,18 - 28 años,Mujer,2,5,101 - 200€,5,5,5,3.8,4.2,4.5,5.0,5.0,4.666666666666667,5.0,1,0
209,45 - 55 años,Mujer,3,3,61 - 100€,1,1,1,1.8,2.0,2.0,5.0,3.0,2.0,2.5,0,1
210,18 - 28 años,Hombre,1,4,30 - 60€,5,2,2,3.8,3.4,4.0,3.0,5.0,3.6666666666666665,4.0,1,0
211,45 - 55 años,Hombre,3,5,30 - 60€,1,1,1,1.0,1.2,1.0,2.0,3.0,1.0,1.0,0,1
212,18 - 28 años,Hombre,4,4,30 - 60€,2,4,3,4.0,3.8,3.5,4.0,3.5,3.333333333333333,3.0,1,0
213,29 - 44 años,Mujer,5,1,30 - 60€,1,3,2,2.0,2.0,1.0,4.0,2.5,1.0,1.5,0,1
214,29 - 44 años,Mujer,3,3,30 - 60€,4,3,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1,0
215,18 - 28 años,Mujer,2,3,Menos de 30€,2,1,1,1.2,1.2,1.5,5.0,5.0,2.0,1.0,0,1
216,45 - 55 años,Mujer,5,5,Más de 200€,3,5,5,5.0,4.6,3.0,5.0,5.0,4.666666666666667,5.0,1,0
217,29 - 44 años,Mujer,3,3,101 - 200€,2,5,5,4.4,3.8,3.0,4.0,5.0,3.333333333333333,2.5,1,0
218,18 - 28 años,Hombre,3,2,Menos de 30€,2,2,1,2.6,2.8,2.5,3.0,3.5,3.0,3.0,0,1
219,29 - 44 años,Mujer,5,1,101 - 200€,4,4,5,5.0,5.0,4.0,5.0,5.0,3.6666666666666665,3.0,1,0
220,18 - 28 años,Mujer,4,4,30 - 60€,4,3,4,4.0,3.6,3.0,5.0,5.0,4.333333333333333,3.0,1,0
221,56 años o más,Hombre,2,3,30 - 60€,2,2,2,4.0,3.0,2.5,5.0,4.0,3.6666666666666665,2.5,1,0
222,18 - 28 años,Mujer,2,3,Menos de 30€,4,2,2,2.0,1.0,3.0,5.0,4.0,1.6666666666666667,3.0,0,1
223,18 - 28 años,Mujer,4,4,30 - 60€,4,5,5,4.4,4.4,3.0,5.0,4.5,4.333333333333333,3.5,1,0
224,18 - 28 años,Mujer,3,1,Menos de 30€,5,5,5,4.2,3.6,4.0,5.0,5.0,4.333333333333333,3.0,1,0
225,45 - 55 años,Mujer,2,3,30 - 60€,1,4,4,4.0,2.4,4.0,5.0,5.0,3.333333333333333,1.0,1,0
226,45 - 55 años,Hombre,4,3,61 - 100€,2,2,2,3.2,3.4,3.0,5.0,4.5,2.6666666666666665,3.0,1,0
227,56 años o más,Mujer,4,5,101 - 200€,2,3,2,3.6,2.8,4.0,4.0,5.0,3.0,4.0,1,0
228,56 años o más,Mujer,5,5,61 - 100€,2,1,1,2.4,1.8,1.0,5.0,4.5,1.0,3.0,0,1
229,18 - 28 años,Mujer,2,4,Menos de 30€,2,4,3,3.6,2.0,3.5,5.0,5.0,3.0,3.0,1,0
230,29 - 44 años,Mujer,5,3,30 - 60€,3,3,4,4.6,4.2,2.0,5.0,5.0,2.6666666666666665,4.5,1,0
231,18 - 28 años,Mujer,4,3,30 - 60€,3,3,4,3.8,3.6,4.0,3.0,4.5,4.333333333333333,2.5,1,0
232,29 - 44 años,Hombre,3,2,Menos de 30€,2,1,1,2.8,2.2,2.5,3.0,4.5,2.6666666666666665,2.5,0,1
233,18 - 28 años,Mujer,3,1,Menos de 30€,2,3,2,4.4,2.4,3.5,3.0,4.5,4.333333333333333,1.5,0,0
234,45 - 55 años,Hombre,2,4,30 - 60€,2,2,1,3.0,1.6,2.5,4.0,4.5,3.6666666666666665,1.0,0,1
235,18 - 28 años,Mujer,3,4,30 - 60€,5,3,3,3.6,2.8,4.0,2.0,4.5,3.0,2.0,1,0
236,45 - 55 años,Mujer,1,3,Menos de 30€,1,1,1,1.2,1.4,1.0,5.0,4.0,1.0,1.0,0,1
237,56 años o más,Mujer,3,5,Más de 200€,1,2,1,1.0,1.8,1.0,5.0,3.0,2.333333333333333,1.0,0,1
238,45 - 55 años,Mujer,3,3,101 - 200€,1,2,2,4.8,3.2,2.0,5.0,5.0,3.0,2.5,1,0
239,45 - 55 años,Mujer,5,2,Menos de 30€,2,3,1,3.8,4.2,4.0,5.0,5.0,4.0,4.0,1,0
240,45 - 55 años,Mujer,5,2,61 - 100€,5,4,1,3.0,1.2,2.0,5.0,3.0,3.333333333333333,2.0,1,0
241,45 - 55 años,Mujer,4,3,61 - 100€,3,2,2,2.6,1.4,3.0,5.0,3.5,2.0,3.0,0,1
242,56 años o más,Mujer,4,5,30 - 60€,1,2,2,2.6,1.8,3.0,5.0,5.0,1.6666666666666667,1.5,0,1
243,56 años o más,Mujer,2,5,101 - 200€,1,2,1,1.0,1.8,1.0,5.0,5.0,1.0,1.0,0,1
244,45 - 55 años,Mujer,5,5,61 - 100€,1,1,1,1.0,1.6,1.0,3.0,3.5,1.6666666666666667,2.0,0,1
245,45 - 55 años,Mujer,5,5,101 - 200€,2,1,1,3.0,2.8,2.0,5.0,4.0,3.333333333333333,4.5,1,0
246,29 - 44 años,Mujer,2,3,Menos de 30€,3,1,1,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0,1
247,29 - 44 años,Mujer,5,1,61 - 100€,1,3,1,3.8,2.4,3.5,5.0,4.0,3.6666666666666665,5.0,1,0
248,29 - 44 años,Hombre,1,5,Menos de 30€,5,1,1,1.0,1.0,1.0,5.0,3.0,1.6666666666666667,1.0,0,1
249,45 - 55 años,Mujer,5,2,30 - 60€,2,4,3,3.0,3.2,1.0,5.0,4.5,1.3333333333333333,3.5,0,0
250,18 - 28 años,Mujer,3,4,101 - 200€,2,2,3,4.2,3.2,2.5,5.0,5.0,2.6666666666666665,4.5,1,0
251,29 - 44 años,Hombre,3,4,30 - 60€,3,2,2,2.8,2.2,2.5,4.0,4.0,2.6666666666666665,2.0,1,1
252,29 - 44 años,Mujer,3,3,61 - 100€,3,3,3,3.2,3.0,3.5,4.0,4.0,3.6666666666666665,3.0,1,0
253,18 - 28 años,Hombre,3,5,Más de 200€,3,3,5,1.6,1.0,1.0,5.0,5.0,1.0,1.5,0,1
254,18 - 28 años,Hombre,2,3,Menos de 30€,2,1,1,3.0,1.4,3.5,4.0,4.5,2.0,2.5,0,1
255,56 años o más,Prefiero no decirlo,4,2,30 - 60€,2,3,1,2.0,2.8,3.0,5.0,4.0,2.333333333333333,3.5,0,1
256,56 años o más,Mujer,2,4,101 - 200€,1,2,1,1.2,2.4,1.5,5.0,4.0,2.333333333333333,2.0,0,1
257,56 años o más,Mujer,3,2,Más de 200€,2,4,4,3.2,3.8,3.5,4.0,4.0,3.333333333333333,2.5,1,0
258,56 años o más,Mujer,1,5,Menos de 30€,1,1,1,1.0,2.2,1.0,5.0,5.0,1.0,1.0,0,1
259,56 años o más,Hombre,4,2,61 - 100€,1,2,1,1.8,2.2,1.5,4.0,3.5,2.6666666666666665,2.0,0,1
260,56 años o más,Mujer,2,4,61 - 100€,3,5,4,4.0,4.0,4.0,3.0,4.0,4.0,3.0,1,0
261,56 años o más,Mujer,3,2,101 - 200€,4,4,4,3.2,3.2,4.0,3.0,4.0,4.0,2.0,1,0
262,56 años o más,Hombre,3,4,61 - 100€,2,2,2,1.2,2.0,1.5,4.0,4.0,2.333333333333333,1.5,0,1
263,56 años o más,Mujer,4,4,Más de 200€,4,4,4,4.0,3.2,4.0,2.0,4.0,4.0,2.5,1,0
264,56 años o más,Mujer,3,3,61 - 100€,3,3,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1,0
265,56 años o más,Mujer,4,4,30 - 60€,3,4,4,2.8,2.6,3.0,4.0,4.0,3.0,3.5,0,0
266,56 años o más,Hombre,4,5,Menos de 30€,1,1,1,1.0,1.0,1.0,5.0,5.0,1.0,1.0,0,1
267,56 años o más,Mujer,5,5,Más de 200€,5,5,5,5.0,5.0,5.0,5.0,5.0,3.0,4.0,0,0
268,56 años o más,Mujer,1,2,61 - 100€,1,1,1,1.2,2.6,1.0,1.0,5.0,1.6666666666666667,4.0,0,1
269,45 - 55 años,Mujer,1,1,61 - 100€,3,4,1,1.0,2.8,1.0,4.0,3.0,1.3333333333333333,2.0,0,1
270,45 - 55 años,Hombre,1,5,61 - 100€,1,1,1,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0,1
271,45 - 55 años,Mujer,4,4,30 - 60€,2,4,3,4.4,3.0,2.0,5.0,5.0,1.6666666666666667,5.0,0,0
272,45 - 55 años,Mujer,5,4,30 - 60€,1,4,1,3.6,2.8,4.0,5.0,5.0,3.6666666666666665,1.0,1,0
273,45 - 55 años,Mujer,2,5,30 - 60€,2,1,1,2.2,1.2,1.0,3.0,4.5,2.333333333333333,1.5,0,1
274,56 años o más,Hombre,3,5,61 - 100€,2,1,1,2.6,2.6,1.0,5.0,5.0,2.333333333333333,3.0,0,1
275,45 - 55 años,Hombre,3,3,Menos de 30€,1,1,1,1.4,2.8,1.0,1.0,2.0,1.0,3.0,0,1
276,56 años o más,Mujer,3,5,Menos de 30€,1,1,1,1.0,1.2,1.0,5.0,3.0,2.333333333333333,3.0,0,1
277,18 - 28 años,Mujer,4,4,Menos de 30€,2,2,5,4.2,4.4,3.5,4.0,4.5,4.0,1.0,1,0
278,56 años o más,Mujer,5,3,61 - 100€,2,3,1,1.6,1.8,1.0,5.0,1.0,2.6666666666666665,2.0,1,1
279,29 - 44 años,Hombre,2,4,30 - 60€,2,2,1,2.0,1.8,1.5,5.0,4.0,2.0,1.0,0,1
280,29 - 44 años,Mujer,4,3,101 - 200€,4,5,4,4.2,3.8,4.0,4.0,4.5,4.0,3.0,1,0
281,56 años o más,Hombre,2,5,61 - 100€,2,1,1,1.2,1.0,1.5,5.0,4.0,1.3333333333333333,1.0,0,1
282,45 - 55 años,Hombre,2,5,Más de 200€,1,1,1,1.0,1.0,3.0,5.0,5.0,1.0,1.0,0,1
283,45 - 55 años,Hombre,2,5,Menos de 30€,1,1,1,1.2,1.8,1.5,5.0,5.0,1.6666666666666667,2.0,0,1
284,29 - 44 años,Mujer,4,2,30 - 60€,4,4,4,5.0,3.8,4.5,4.0,4.0,4.333333333333333,3.0,1,0
285,18 - 28 años,Mujer,3,5,30 - 60€,2,2,2,1.4,1.0,1.0,4.0,3.0,1.0,1.0,0,1
286,29 - 44 años,Mujer,3,2,61 - 100€,4,4,3,4.0,3.4,3.5,4.0,4.5,4.0,3.0,1,0
287,29 - 44 años,Hombre,4,2,61 - 100€,4,4,4,4.0,3.6,4.0,4.0,4.5,4.0,3.0,1,0
288,29 - 44 años,Mujer,3,3,101 - 200€,3,3,3,3.2,2.4,3.0,4.0,4.0,3.333333333333333,2.0,1,0
289,29 - 44 años,Mujer,4,2,Más de 200€,4,4,4,4.2,3.6,3.5,4.0,4.5,4.0,3.0,1,0
290,29 - 44 años,Hombre,2,4,Menos de 30€,2,1,1,1.0,1.0,1.0,5.0,4.0,1.0,1.0,0,1
291,56 años o más,Mujer,4,4,101 - 200€,3,3,2,3.0,2.8,2.5,4.0,4.0,3.333333333333333,2.0,1,0
292,29 - 44 años,Hombre,3,3,30 - 60€,3,2,2,2.2,1.6,2.5,4.0,4.0,2.6666666666666665,1.5,1,1
293,29 - 44 años,Mujer,4,2,61 - 100€,4,4,3,4.0,3.6,3.5,4.0,3.5,4.0,3.0,1,0
294,45 - 55 años,Mujer,3,3,61 - 100€,3,2,2,2.2,1.6,2.5,4.0,4.0,2.6666666666666665,1.5,1,1
295,29 - 44 años,Mujer,3,2,61 - 100€,3,4,3,4.4,3.2,3.5,5.0,5.0,4.0,3.5,1,0
296,29 - 44 años,Hombre,1,3,Menos de 30€,2,1,1,2.0,1.0,1.5,5.0,5.0,2.0,1.0,0,1
297,29 - 44 años,Mujer,2,4,61 - 100€,3,3,4,3.4,1.8,3.0,5.0,5.0,3.6666666666666665,2.0,1,0
298,45 - 55 años,Hombre,2,4,101 - 200€,2,2,2,2.6,1.6,2.0,5.0,5.0,2.333333333333333,2.0,0,1
299,56 años o más,Hombre,2,5,30 - 60€,2,1,1,1.6,1.0,1.5,5.0,5.0,1.6666666666666667,1.0,0,1
300,56 años o más,Mujer,3,5,61 - 100€,2,1,1,1.4,1.4,1.5,5.0,5.0,1.6666666666666667,1.0,0,1
301,29 - 44 años,Hombre,3,2,61 - 100€,3,3,2,3.8,2.2,3.5,5.0,5.0,3.6666666666666665,2.5,1,0
302,29 - 44 años,Mujer,5,1,61 - 100€,2,1,1,1.4,1.4,1.0,5.0,2.0,1.0,1.5,0,1
303,18 - 28 años,Mujer,3,2,30 - 60€,2,5,3,3.6,1.8,3.0,5.0,5.0,2.6666666666666665,2.5,1,0
304,45 - 55 años,Mujer,3,1,30 - 60€,1,5,3,3.6,2.4,2.0,5.0,5.0,2.333333333333333,4.0,0,0
305,45 - 55 años,Mujer,4,3,30 - 60€,2,3,2,3.6,3.2,3.5,5.0,5.0,3.6666666666666665,3.0,1,0
306,45 - 55 años,Mujer,4,5,61 - 100€,4,3,5,3.4,2.8,3.5,5.0,4.5,4.0,2.0,1,0
307,18 - 28 años,Hombre,2,4,Menos de 30€,4,2,1,3.8,3.2,4.0,5.0,4.5,3.333333333333333,2.5,0,0
308,18 - 28 años,Hombre,3,3,30 - 60€,3,2,2,2.6,1.4,2.5,5.0,5.0,3.0,2.5,1,0
309,29 - 44 años,Hombre,3,2,61 - 100€,2,3,2,3.6,3.8,4.5,5.0,5.0,3.6666666666666665,4.5,1,0
310,18 - 28 años,Mujer,5,2,30 - 60€,2,2,1,3.4,2.0,3.0,4.0,5.0,3.6666666666666665,2.0,0,0
311,18 - 28 años,Hombre,2,3,30 - 60€,3,2,2,4.4,3.4,4.0,4.0,5.0,3.6666666666666665,3.0,1,0
312,18 - 28 años,Hombre,5,3,101 - 200€,2,2,1,3.6,3.6,3.0,5.0,5.0,5.0,1.0,1,0
313,45 - 55 años,Mujer,4,4,Más de 200€,2,3,2,3.2,2.8,3.0,3.0,4.0,3.0,2.5,1,0
314,56 años o más,Mujer,5,5,101 - 200€,2,1,1,1.0,3.0,1.0,1.0,3.5,1.0,1.5,0,1
315,29 - 44 años,Hombre,2,1,Menos de 30€,1,1,1,2.4,1.2,2.5,5.0,5.0,2.0,2.5,0,1
316,45 - 55 años,Mujer,5,4,61 - 100€,1,3,3,4.4,4.0,3.5,5.0,4.0,3.6666666666666665,3.0,1,0
317,18 - 28 años,Mujer,3,5,Menos de 30€,3,2,4,3.6,2.4,3.0,5.0,5.0,3.333333333333333,1.0,0,0
318,45 - 55 años,Mujer,3,3,61 - 100€,2,5,3,2.6,1.6,3.0,5.0,4.5,2.0,3.5,0,0
