timestamp,grupo_edad,sexo,freq_compra_anual,canal_compra_moda,gasto_mensual_moda,rrss_habituales,marcas_ve_frecuencia_rrss,tiempo_rrss_dia,freq_contenido_moda_rrss,sigue_influencers_moda,rs_influyen_compra,ha_comprado_por_ver_en_rrss,descubre_marcas_por_rrss,contenido_moda_aumenta_ganas,compra_por_repeticion_rrss,rrss_mas_que_publicidad,atraen_prendas_de_moda,compra_impulso,influye_prueba_social,interes_productos_virales,rrss_aceleran_tendencias,rrss_favorecen_consumo_rapido,ha_comprado_y_apenas_usado,confia_influencers,autenticidad_influencer_compra,influencers_interes_comercial,compra_ult_6m_por_rrss,freq_compra_por_rrss_6m,marcas_que_mas_influyen_compra_rrss,satisfaccion_compra_rrss,arrepentimiento_compra_rrss,seguira_comprando_influido_rrss,recomendaria_productos_descubiertos_rrss,id_respuesta,compra_ult_6m_por_rrss_bin,indice_influencia_rrss,indice_impulso_tendencia,indice_confianza_influencers,indice_escepticismo_influencers,indice_difusion_fastfashion,indice_postcompra,indice_riesgo_arrepentimiento,target_recomendaria_bin,target_seguira_comprando_bin
2026-03-15 21:28:46,18 - 28 años,Mujer,4,2,Menos de 30€,Instagram;TikTok,Zara;Shein,4,4,5,3,4,4,5,3,4,4,4,3,3,5,5,3,3,4,4,No,3.0,Zara;Mango;Otra,5,3,4,3,11,0,4.0,3.4,3.5,4.0,5.0,4.0,3.0,0.0,1.0
2026-03-15 21:29:16,18 - 28 años,Mujer,4,2,30 - 60€,Instagram;YouTube,Zara;Shein;Mango,2,4,4,3,2,2,4,3,3,2,4,3,2,4,4,3,4,4,3,Sí,2.0,Zara;Shein;Mango,4,2,4,4,12,1,2.8,2.8,4.0,3.0,4.0,4.0,2.5,1.0,1.0
2026-03-15 21:33:53,18 - 28 años,Mujer,4,1,30 - 60€,Instagram;TikTok,Zara;Shein;Mango,3,3,3,4,3,5,4,4,5,5,3,4,4,5,5,5,2,4,5,Sí,2.0,Mango,4,5,5,5,13,1,4.2,4.0,3.0,5.0,5.0,4.666666666666667,5.0,1.0,1.0
2026-03-15 21:36:57,18 - 28 años,Mujer,4,3,61 - 100€,Instagram;TikTok;YouTube,Zara;Mango,2,5,4,5,5,5,5,4,5,5,4,3,4,5,5,4,4,5,4,Sí,4.0,Zara;Otra,5,2,5,5,14,1,5.0,4.0,4.5,4.0,5.0,5.0,3.0,1.0,1.0
2026-03-15 21:37:17,18 - 28 años,Mujer,5,5,Menos de 30€,Instagram;TikTok,Zara;Mango,2,2,1,4,4,2,4,2,4,5,2,3,4,5,5,1,4,4,5,Sí,2.0,Zara;Mango;Otra,4,1,4,4,15,1,3.6,3.2,4.0,5.0,5.0,4.0,1.0,1.0,1.0
2026-03-15 21:38:46,18 - 28 años,Mujer,4,1,Menos de 30€,Instagram;TikTok,Zara;Shein,4,3,4,5,5,5,4,5,5,4,2,3,2,4,4,2,5,5,4,Sí,3.0,Zara;Shein;Otra,5,1,5,5,16,1,4.8,3.2,5.0,4.0,4.0,5.0,1.5,1.0,1.0
2026-03-15 21:40:40,18 - 28 años,Mujer,5,3,101 - 200€,Instagram;TikTok;YouTube;Pinterest;X (Twitter),Zara;Mango;Otra,3,3,3,5,5,5,5,5,5,3,5,2,3,5,5,5,3,4,5,Sí,3.0,Zara,3,5,3,5,17,1,5.0,3.6,3.5,5.0,5.0,3.6666666666666665,5.0,1.0,0.0
2026-03-15 21:41:44,18 - 28 años,Mujer,5,3,30 - 60€,Instagram;TikTok;YouTube;Pinterest,Zara;H&M,5,4,4,5,3,5,5,2,5,4,3,1,3,5,5,2,4,5,5,No,,Zara;Massimo Dutti;Otra,3,2,4,5,18,0,4.6,2.6,4.5,5.0,5.0,4.0,2.0,1.0,1.0
2026-03-15 21:42:25,18 - 28 años,Mujer,3,5,30 - 60€,Instagram;Pinterest,Zara;Otra,3,5,3,3,2,4,4,3,4,5,5,4,3,5,5,4,3,5,5,No,,Zara;Otra,4,3,3,3,19,0,3.4,4.0,4.0,5.0,5.0,3.333333333333333,3.5,0.0,0.0
2026-03-15 21:43:20,18 - 28 años,Mujer,4,3,Menos de 30€,Instagram;TikTok;Pinterest;X (Twitter);Otra,Zara;Shein;Otra,5,4,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,5,5,Sí,3.0,Zara;Shein;Otra,4,4,5,5,20,1,5.0,4.6,4.5,5.0,5.0,4.666666666666667,4.5,1.0,1.0
2026-03-15 21:45:18,18 - 28 años,Mujer,3,3,30 - 60€,Instagram;TikTok;X (Twitter),Shein,1,2,2,3,3,3,2,1,2,3,1,1,2,4,3,1,1,1,5,No,2.0,Shein,3,2,2,2,21,0,2.6,1.6,1.0,5.0,3.5,2.333333333333333,1.5,0.0,0.0
2026-03-15 21:46:16,18 - 28 años,Mujer,2,3,61 - 100€,Instagram;TikTok,Zara;Mango;H&M,2,4,2,3,3,4,3,2,2,4,4,2,1,3,3,3,2,1,5,No,,Mango;H&M,2,4,1,1,22,0,3.0,2.6,1.5,5.0,3.0,1.3333333333333333,3.5,0.0,0.0
2026-03-15 21:51:50,18 - 28 años,Mujer,3,5,Menos de 30€,Instagram,Zara;Shein;H&M,3,2,1,3,4,5,5,4,4,1,1,1,1,5,3,1,2,4,4,Sí,1.0,Zara,4,1,3,3,23,1,4.2,1.6,3.0,4.0,4.0,3.333333333333333,1.0,0.0,0.0
2026-03-15 21:52:13,18 - 28 años,Mujer,5,5,Menos de 30€,Instagram;TikTok,Zara;Shein,3,1,2,2,3,1,3,1,3,3,2,3,1,5,5,1,3,3,5,No,,Shein,3,3,3,2,24,0,2.4,2.0,3.0,5.0,5.0,2.6666666666666665,2.0,0.0,0.0
2026-03-15 21:52:52,56 años o más,Mujer,4,3,61 - 100€,Instagram;YouTube,Zara;Mango;Massimo Dutti,3,4,3,3,4,3,4,3,4,4,4,2,2,4,4,4,3,4,4,Sí,2.0,Zara;Mango;Massimo Dutti,3,4,3,3,25,1,3.6,3.0,3.5,4.0,4.0,3.0,4.0,0.0,0.0
2026-03-15 21:53:02,45 - 55 años,Mujer,3,4,61 - 100€,Instagram,Zara;Shein;Otra,2,1,4,2,2,3,3,2,3,3,2,3,2,5,5,2,3,3,4,No,,Zara;Otra,3,3,2,2,26,0,2.6,2.4,3.0,4.0,5.0,2.333333333333333,2.5,0.0,0.0
2026-03-15 21:54:23,18 - 28 años,Hombre,2,4,Menos de 30€,Instagram;TikTok;Otra,Zara;Mango;H&M,3,3,3,5,4,5,3,2,4,3,2,3,3,5,5,2,3,4,4,Sí,2.0,Zara;Otra,4,2,3,4,27,1,4.2,2.6,3.5,4.0,5.0,3.6666666666666665,2.0,1.0,0.0
2026-03-15 21:55:49,18 - 28 años,Hombre,2,4,Menos de 30€,Instagram;YouTube;X (Twitter),No me fijo en marcas concretas,3,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,1,3,3,No,1.0,Ninguna,1,1,1,1,28,0,1.0,1.0,2.0,3.0,4.5,1.0,1.0,0.0,0.0
2026-03-15 21:57:16,18 - 28 años,Hombre,3,4,30 - 60€,Instagram;TikTok;YouTube,No me fijo en marcas concretas,2,1,2,2,2,4,3,3,3,3,2,4,2,4,4,1,2,5,5,No,,Ninguna,3,3,1,3,29,0,2.8,2.8,3.5,5.0,4.0,2.333333333333333,2.0,0.0,0.0
2026-03-15 21:58:14,18 - 28 años,Mujer,3,2,30 - 60€,Instagram;TikTok;YouTube;X (Twitter),Zara;Shein;H&M,4,2,2,5,5,5,4,2,5,4,2,3,3,5,5,3,3,4,4,Sí,2.0,Zara;Shein;H&M,3,3,4,4,30,1,4.8,2.8,3.5,4.0,5.0,3.6666666666666665,3.0,1.0,1.0
2026-03-15 21:58:16,18 - 28 años,Mujer,4,3,30 - 60€,Instagram;TikTok;Pinterest,Zara;Shein;H&M,1,2,4,4,4,3,4,3,5,3,3,2,3,4,5,3,3,5,4,No,,Zara;Shein;Mango,3,3,3,3,31,0,4.0,2.8,4.0,4.0,4.5,3.0,3.0,0.0,0.0
2026-03-15 21:59:33,29 - 44 años,Mujer,4,3,30 - 60€,Instagram;YouTube;Pinterest,Zara;Mango;H&M,2,2,2,3,4,4,5,2,5,4,2,2,3,4,3,1,4,5,3,Sí,2.0,Zara;Mango,3,2,4,4,32,1,4.2,2.6,4.5,3.0,3.5,3.6666666666666665,1.5,1.0,1.0
2026-03-15 22:00:27,18 - 28 años,Mujer,3,2,Menos de 30€,Instagram;TikTok;YouTube,Zara;Shein;Mango,2,3,3,2,2,4,1,1,4,2,1,2,2,4,4,1,2,2,4,No,,Shein,2,2,1,3,33,0,2.6,1.6,2.0,4.0,4.0,2.0,1.5,0.0,0.0
2026-03-15 22:02:11,18 - 28 años,Hombre,3,2,30 - 60€,Instagram;YouTube;X (Twitter),Zara;Shein;Otra,2,2,1,1,2,2,2,1,1,2,2,2,2,4,4,2,1,4,4,No,,Ninguna,3,3,2,3,34,0,1.6,1.8,2.5,4.0,4.0,2.6666666666666665,2.5,0.0,0.0
2026-03-15 22:02:44,56 años o más,Hombre,4,5,61 - 100€,Instagram;TikTok,Zara;No me fijo en marcas concretas,1,1,1,3,2,1,2,1,1,2,3,3,1,3,4,2,2,2,4,No,,Ninguna,2,1,2,2,35,0,1.8,2.0,2.0,4.0,3.5,2.0,1.5,0.0,0.0
2026-03-15 22:03:54,18 - 28 años,Mujer,4,2,61 - 100€,Instagram;TikTok;YouTube;Pinterest;X (Twitter),Zara;Shein;Otra,3,5,4,4,5,4,4,4,5,5,4,4,4,5,5,5,3,4,4,Sí,3.0,Zara;Shein,3,5,4,4,36,1,4.4,4.2,3.5,4.0,5.0,3.6666666666666665,5.0,1.0,1.0
2026-03-15 22:03:56,18 - 28 años,Mujer,2,4,Menos de 30€,Instagram;TikTok;Pinterest,Zara;Shein,4,4,4,4,3,4,5,1,5,5,1,2,3,5,5,1,2,4,5,No,,Shein,4,3,1,5,37,0,4.2,2.4,3.0,5.0,5.0,3.333333333333333,2.0,1.0,0.0
2026-03-15 22:06:27,56 años o más,Hombre,3,3,61 - 100€,Instagram;YouTube;Otra,Otra,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,5,No,,Ninguna,1,1,1,1,38,0,1.4,1.2,1.0,5.0,1.5,1.0,1.0,0.0,0.0
2026-03-15 22:07:25,18 - 28 años,Hombre,3,5,Menos de 30€,YouTube,Otra,2,3,2,2,1,4,2,2,4,2,1,1,1,5,5,1,3,4,5,Sí,1.0,Otra,4,1,3,4,39,1,2.6,1.4,3.5,5.0,5.0,3.6666666666666665,1.0,1.0,0.0
2026-03-15 22:09:08,18 - 28 años,Mujer,1,3,Menos de 30€,Instagram;TikTok;Pinterest,Shein;Otra,4,2,3,4,3,3,5,1,5,3,2,2,2,5,5,2,3,4,4,No,1.0,Zara;Shein,2,3,3,3,40,0,4.0,2.0,3.5,4.0,5.0,2.6666666666666665,2.5,0.0,0.0
2026-03-15 22:16:30,56 años o más,Mujer,2,5,Menos de 30€,YouTube;Facebook,No me fijo en marcas concretas,1,2,1,1,1,1,3,1,1,3,4,3,1,3,5,1,1,3,5,No,,Ninguna,1,5,1,1,41,0,1.4,2.4,2.0,5.0,4.0,1.0,3.0,0.0,0.0
2026-03-15 22:19:34,45 - 55 años,Hombre,1,5,61 - 100€,Instagram,Zara;Mango;Massimo Dutti,1,1,1,1,1,1,1,1,1,2,2,1,1,3,4,1,1,1,1,No,,Massimo Dutti,1,2,1,1,42,0,1.0,1.4,1.0,1.0,3.5,1.0,1.5,0.0,0.0
2026-03-15 22:25:16,18 - 28 años,Mujer,5,2,61 - 100€,Instagram;TikTok;Facebook,H&M;Otra,2,4,4,4,4,5,5,4,3,4,5,4,4,4,4,4,4,4,5,Sí,2.0,Zara;Otra,3,5,4,4,43,1,4.2,4.2,4.0,5.0,4.0,3.6666666666666665,4.5,1.0,1.0
2026-03-15 22:27:19,18 - 28 años,Mujer,3,4,30 - 60€,Instagram;TikTok;Pinterest;X (Twitter),Zara;Shein;Otra,3,3,3,3,4,4,5,4,5,4,3,3,4,5,5,4,3,3,5,Sí,3.0,Zara;Shein;Otra,3,5,4,3,44,1,4.2,3.6,3.0,5.0,5.0,3.333333333333333,4.5,0.0,1.0
2026-03-15 22:28:54,18 - 28 años,Mujer,3,1,30 - 60€,Instagram;YouTube,Zara;Mango;H&M,1,4,4,4,4,4,4,5,5,4,3,2,3,5,5,1,3,4,4,Sí,3.0,Zara;Mango;H&M,5,1,4,4,45,1,4.2,3.4,3.5,4.0,5.0,4.333333333333333,1.0,1.0,1.0
2026-03-15 22:31:50,18 - 28 años,Mujer,5,3,61 - 100€,Instagram;TikTok;YouTube;Pinterest,Zara;Shein;Otra,4,4,4,4,4,4,4,1,4,4,1,2,2,4,4,1,4,5,2,Sí,3.0,Zara;Shein;Otra,4,1,5,5,46,1,4.0,2.0,4.5,2.0,4.0,4.666666666666667,1.0,1.0,1.0
2026-03-15 22:32:33,56 años o más,Mujer,3,5,Menos de 30€,Instagram;YouTube;Facebook;X (Twitter),Otra,3,3,2,1,1,5,1,1,1,3,1,1,1,3,4,1,1,1,5,No,,Ninguna,1,1,1,1,47,0,1.8,1.4,1.0,5.0,3.5,1.0,1.0,0.0,0.0
2026-03-15 22:35:19,18 - 28 años,Mujer,4,4,Menos de 30€,Instagram,Zara,4,3,1,1,1,4,3,1,3,2,4,3,1,5,5,1,1,1,5,No,,Ninguna,1,1,1,2,48,0,2.4,2.2,1.0,5.0,5.0,1.3333333333333333,1.0,0.0,0.0
2026-03-15 22:37:28,56 años o más,Hombre,2,5,30 - 60€,Instagram;Facebook,Otra,3,2,5,3,1,1,1,1,3,4,5,2,1,5,4,1,4,4,3,No,,Otra,4,1,1,3,49,0,1.8,2.6,4.0,3.0,4.5,2.6666666666666665,1.0,0.0,0.0
2026-03-15 22:40:09,29 - 44 años,Mujer,3,2,Menos de 30€,Instagram;TikTok,Otra,2,2,3,5,5,5,5,2,4,3,2,4,2,5,5,5,3,4,4,Sí,4.0,Zara;Massimo Dutti;Otra,4,3,4,4,50,1,4.8,2.6,3.5,4.0,5.0,4.0,4.0,1.0,1.0
2026-03-15 22:41:48,45 - 55 años,Mujer,3,1,30 - 60€,Instagram;YouTube;Pinterest;Facebook,Zara;Shein;Mango,4,1,5,3,3,5,5,3,3,3,5,5,5,5,5,3,3,3,5,No,,Zara;Otra,3,3,5,5,51,0,3.8,4.2,3.0,5.0,5.0,4.333333333333333,3.0,1.0,1.0
2026-03-15 22:48:05,18 - 28 años,Hombre,3,5,Menos de 30€,Instagram;YouTube,Otra;No me fijo en marcas concretas,2,1,2,3,3,4,4,4,4,3,2,2,2,1,4,3,3,3,3,Sí,3.0,Otra;Ninguna,3,3,3,3,52,1,3.6,2.6,3.0,3.0,2.5,3.0,3.0,0.0,0.0
2026-03-15 22:48:08,18 - 28 años,Hombre,3,3,30 - 60€,Instagram;TikTok;YouTube,No me fijo en marcas concretas,4,2,1,2,4,1,1,1,1,1,1,1,1,5,5,1,1,5,5,No,,Ninguna,5,1,1,3,53,0,1.8,1.0,3.0,5.0,5.0,3.0,1.0,0.0,0.0
2026-03-15 22:50:30,18 - 28 años,Mujer,4,2,61 - 100€,Instagram;TikTok;Pinterest;Facebook,Zara;Shein;Mango,5,3,1,5,5,5,5,5,3,5,5,2,3,5,5,5,4,5,4,Sí,4.0,Zara;Shein;Mango,4,1,4,4,54,1,4.6,4.0,4.5,4.0,5.0,4.0,3.0,1.0,1.0
2026-03-15 22:50:40,18 - 28 años,Mujer,5,4,61 - 100€,Instagram;TikTok;YouTube;Pinterest,Zara,5,5,5,5,5,5,5,4,5,5,3,4,5,5,5,3,3,5,5,Sí,3.0,Zara,5,4,5,5,55,1,5.0,4.2,4.0,5.0,5.0,5.0,3.5,1.0,1.0
2026-03-15 22:51:30,18 - 28 años,Mujer,3,5,61 - 100€,Instagram;TikTok;YouTube;Pinterest,Shein;Otra,2,3,2,5,5,5,3,1,1,5,3,3,4,5,5,4,4,5,5,No,,Shein;Otra,3,4,3,5,56,0,3.8,3.2,4.5,5.0,5.0,3.6666666666666665,4.0,1.0,0.0
2026-03-15 22:51:39,18 - 28 años,Mujer,3,4,Menos de 30€,Instagram;TikTok;Otra,Shein;Otra,2,2,1,2,1,1,1,1,1,1,1,1,1,5,5,1,1,1,5,No,,Shein,2,1,1,1,57,0,1.2,1.0,1.0,5.0,5.0,1.3333333333333333,1.0,0.0,0.0
2026-03-15 22:54:42,18 - 28 años,Mujer,2,5,Menos de 30€,Instagram;X (Twitter),Zara;Otra,2,1,1,3,1,4,4,1,3,2,3,3,1,5,5,1,3,4,5,No,,Zara;Otra,2,5,1,3,58,0,3.0,2.0,3.5,5.0,5.0,2.0,3.0,0.0,0.0
2026-03-15 22:55:00,18 - 28 años,Mujer,3,1,61 - 100€,Instagram;TikTok;Otra,Zara;Shein;Otra,3,1,3,5,5,5,5,3,1,4,2,1,5,5,5,5,5,1,5,Sí,3.0,Zara;Shein;Otra,5,5,3,5,59,1,4.2,3.0,3.0,5.0,5.0,4.333333333333333,5.0,1.0,0.0
2026-03-15 23:01:32,18 - 28 años,Mujer,2,1,30 - 60€,Instagram;TikTok;Facebook,Shein,5,3,1,4,3,5,3,3,2,4,4,4,3,4,3,3,2,2,3,No,,Shein;Otra,3,3,3,4,60,0,3.4,3.6,2.0,3.0,3.5,3.333333333333333,3.0,1.0,0.0
2026-03-15 23:03:44,18 - 28 años,Mujer,4,4,30 - 60€,Instagram;TikTok,Zara;Shein,5,4,3,5,5,4,5,3,5,4,3,4,4,4,5,3,4,3,4,Sí,4.0,Zara;Shein,4,3,4,4,61,1,4.8,3.6,3.5,4.0,4.5,4.0,3.0,1.0,1.0
2026-03-15 23:04:06,18 - 28 años,Hombre,2,5,61 - 100€,Instagram;TikTok;YouTube,Zara;Otra,4,1,1,1,1,3,2,1,3,1,1,1,3,4,5,1,3,4,3,No,,Otra,4,1,2,4,62,0,2.0,1.4,3.5,3.0,4.5,3.333333333333333,1.0,1.0,0.0
2026-03-15 23:08:20,18 - 28 años,Hombre,2,4,30 - 60€,Instagram;YouTube,Otra,4,4,2,2,1,5,5,1,5,2,1,2,1,5,5,1,3,4,4,No,,Otra,3,1,2,4,63,0,3.6,1.4,3.5,4.0,5.0,3.0,1.0,1.0,0.0
2026-03-15 23:09:03,18 - 28 años,Mujer,4,3,61 - 100€,Instagram;TikTok;Facebook,Zara;Shein,5,5,3,5,5,5,5,4,5,5,5,3,5,5,5,5,3,5,5,No,,Zara;Shein,3,5,4,5,64,0,5.0,4.4,4.0,5.0,5.0,4.0,5.0,1.0,1.0
2026-03-15 23:09:03,18 - 28 años,Hombre,2,2,Menos de 30€,Instagram;YouTube;X (Twitter),No me fijo en marcas concretas,2,1,1,2,2,3,2,1,3,2,2,3,2,5,4,1,2,4,4,No,,Ninguna,3,3,1,3,65,0,2.4,2.0,3.0,4.0,4.5,2.333333333333333,2.0,0.0,0.0
2026-03-15 23:11:11,29 - 44 años,Hombre,3,2,30 - 60€,Instagram;YouTube,No me fijo en marcas concretas,1,2,1,1,2,3,2,2,3,2,2,2,2,4,4,2,1,2,5,No,1.0,Ninguna,2,2,1,2,66,0,2.2,2.0,1.5,5.0,4.0,1.6666666666666667,2.0,0.0,0.0
2026-03-15 23:11:16,18 - 28 años,Mujer,3,4,30 - 60€,Instagram;TikTok;X (Twitter);Otra,Shein,4,3,3,3,4,5,5,2,5,4,4,4,4,5,4,3,4,5,5,No,,Shein,3,3,4,4,67,0,4.4,3.6,4.5,5.0,4.5,3.6666666666666665,3.0,1.0,1.0
2026-03-15 23:12:16,45 - 55 años,Mujer,3,5,Menos de 30€,Instagram;Facebook,No me fijo en marcas concretas,1,2,1,1,1,1,1,1,1,3,1,2,1,4,3,1,1,1,5,No,,Ninguna,1,1,1,1,68,0,1.0,1.6,1.0,5.0,3.5,1.0,1.0,0.0,0.0
2026-03-15 23:19:05,56 años o más,Mujer,2,2,101 - 200€,Instagram,Zara;Massimo Dutti;Otra,1,2,1,1,1,3,2,2,2,2,4,4,3,3,3,4,4,4,4,No,,Zara;Massimo Dutti;Otra,3,4,3,3,69,0,1.8,3.0,4.0,4.0,3.0,3.0,4.0,0.0,0.0
2026-03-15 23:20:46,18 - 28 años,Mujer,3,4,30 - 60€,Instagram;TikTok;Pinterest,Zara;H&M,3,5,5,5,5,5,5,5,5,4,4,5,4,5,5,2,5,5,5,Sí,3.0,Zara;Mango;Massimo Dutti,4,3,5,4,70,1,5.0,4.4,5.0,5.0,5.0,4.333333333333333,2.5,1.0,1.0
2026-03-15 23:24:34,45 - 55 años,Hombre,2,5,Menos de 30€,Instagram;YouTube,No me fijo en marcas concretas,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,3,5,No,,Ninguna,1,1,1,1,71,0,1.0,1.0,2.0,5.0,4.0,1.0,1.0,0.0,0.0
2026-03-15 23:29:02,18 - 28 años,Mujer,5,3,30 - 60€,Instagram;TikTok,Zara;Mango;Massimo Dutti,5,4,4,3,4,5,5,3,5,5,4,4,4,5,5,3,4,2,5,Sí,3.0,Zara;Mango;Massimo Dutti,4,3,4,4,72,1,4.4,4.0,3.0,5.0,5.0,4.0,3.0,1.0,1.0
2026-03-15 23:33:48,18 - 28 años,Mujer,3,4,61 - 100€,Instagram;TikTok;YouTube;Pinterest;X (Twitter),Shein;H&M,4,4,4,4,4,4,5,3,3,4,2,2,3,2,4,2,3,5,4,Sí,3.0,Zara;Shein;H&M,3,2,4,4,73,1,4.0,2.8,4.0,4.0,3.0,3.6666666666666665,2.0,1.0,1.0
2026-03-15 23:34:09,56 años o más,Mujer,3,5,30 - 60€,Instagram;Facebook,No me fijo en marcas concretas,1,1,1,1,1,2,1,1,1,3,1,2,1,5,5,2,1,1,5,No,,Ninguna,1,1,1,2,74,0,1.2,1.6,1.0,5.0,5.0,1.3333333333333333,1.5,0.0,0.0
2026-03-15 23:43:50,56 años o más,Mujer,5,3,30 - 60€,Instagram;YouTube;Facebook,Zara;Mango;Massimo Dutti,1,2,2,3,3,1,3,3,3,5,1,5,3,1,1,3,3,3,1,Sí,1.0,Zara;Massimo Dutti;Otra,1,1,3,3,75,1,2.6,3.4,3.0,1.0,1.0,2.333333333333333,2.0,0.0,0.0
2026-03-15 23:44:18,56 años o más,Hombre,1,5,Menos de 30€,Otra,Massimo Dutti,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,No,,Massimo Dutti;Otra,1,2,1,1,76,0,1.0,1.0,1.0,3.0,2.0,1.0,1.5,0.0,0.0
2026-03-15 23:46:30,29 - 44 años,Hombre,5,5,30 - 60€,TikTok;YouTube;Pinterest;X (Twitter),Zara;Shein;Mango,2,2,3,3,3,3,4,4,4,4,4,4,2,3,2,5,4,4,4,Sí,5.0,Zara;H&M;Massimo Dutti,4,3,3,4,77,1,3.4,3.6,4.0,4.0,2.5,3.6666666666666665,4.0,1.0,0.0
2026-03-15 23:50:31,18 - 28 años,Hombre,3,3,Más de 200€,Instagram;TikTok;YouTube,Otra,4,3,3,4,3,5,4,4,5,4,2,2,3,5,4,3,3,4,5,Sí,2.0,Otra,4,5,5,4,78,1,4.2,3.0,3.5,5.0,4.5,4.333333333333333,4.0,1.0,1.0
